sex,age,culture,ID,skill,y,animal,plant,method,from,sex_pathway
1,25,Hadza,12051,H_animal,1,_1,NA,NA,NA,NA
1,25,Hadza,12051,H_animal,0,12,NA,NA,NA,NA
1,25,Hadza,12051,H_animal,1,10,NA,NA,NA,NA
1,25,Hadza,12051,H_plant,1,NA,9,NA,NA,NA
1,25,Hadza,12051,H_animal,0,13,NA,NA,NA,NA
1,25,Hadza,12051,H_animal,0,9,NA,NA,NA,NA
1,25,Hadza,12051,H_animal,0,8,NA,NA,NA,NA
1,25,Hadza,12051,H_animal,1,6,NA,NA,NA,NA
1,25,Hadza,12051,H_animal,1,3,NA,NA,NA,NA
1,25,Hadza,12051,H_animal,1,11,NA,NA,NA,NA
1,25,Hadza,12051,H_animal,1,5,NA,NA,NA,NA
1,25,Hadza,12051,H_plant,1,NA,5,NA,NA,NA
1,25,Hadza,12051,H_plant,1,NA,6,NA,NA,NA
1,25,Hadza,12051,H_plant,1,NA,1,NA,NA,NA
1,25,Hadza,12051,H_plant,1,NA,2,NA,NA,NA
1,25,Hadza,12051,H_plant,1,NA,4,NA,NA,NA
1,25,Hadza,12051,H_animal,1,7,NA,NA,NA,NA
1,25,Hadza,12051,H_animal,1,4,NA,NA,NA,NA
1,25,Hadza,12051,H_plant,1,NA,3,NA,NA,NA
1,25,Hadza,12052,H_animal,1,14,NA,NA,NA,NA
1,25,Hadza,12052,H_plant,0,NA,9,NA,NA,NA
1,25,Hadza,12052,H_plant,0,NA,8,NA,NA,NA
1,25,Hadza,12052,H_animal,0,_1,NA,NA,NA,NA
1,25,Hadza,12052,H_animal,1,11,NA,NA,NA,NA
1,25,Hadza,12052,H_animal,1,13,NA,NA,NA,NA
1,25,Hadza,12052,H_plant,1,NA,1,NA,NA,NA
1,25,Hadza,12052,H_animal,0,2,NA,NA,NA,NA
1,25,Hadza,12052,H_animal,1,12,NA,NA,NA,NA
1,25,Hadza,12052,H_animal,1,10,NA,NA,NA,NA
1,25,Hadza,12052,H_animal,0,6,NA,NA,NA,NA
1,25,Hadza,12052,H_plant,1,NA,4,NA,NA,NA
1,25,Hadza,12052,H_plant,1,NA,6,NA,NA,NA
1,25,Hadza,12052,H_animal,1,9,NA,NA,NA,NA
1,25,Hadza,12052,H_animal,1,3,NA,NA,NA,NA
1,25,Hadza,12052,H_animal,1,4,NA,NA,NA,NA
1,25,Hadza,12052,H_animal,1,5,NA,NA,NA,NA
1,25,Hadza,12052,H_animal,1,8,NA,NA,NA,NA
1,25,Hadza,12052,H_plant,1,NA,5,NA,NA,NA
1,25,Hadza,12052,H_plant,1,NA,3,NA,NA,NA
1,25,Hadza,12052,H_plant,1,NA,2,NA,NA,NA
1,25,Hadza,12052,H_animal,1,7,NA,NA,NA,NA
1,25,Hadza,12053,H_plant,1,NA,8,NA,NA,NA
1,25,Hadza,12053,H_animal,1,12,NA,NA,NA,NA
1,25,Hadza,12053,H_animal,1,14,NA,NA,NA,NA
1,25,Hadza,12053,H_animal,1,8,NA,NA,NA,NA
1,25,Hadza,12053,H_plant,0,NA,9,NA,NA,NA
1,25,Hadza,12053,H_animal,1,10,NA,NA,NA,NA
1,25,Hadza,12053,H_animal,1,9,NA,NA,NA,NA
1,25,Hadza,12053,H_animal,1,5,NA,NA,NA,NA
1,25,Hadza,12053,H_animal,1,7,NA,NA,NA,NA
1,25,Hadza,12053,H_plant,1,NA,5,NA,NA,NA
1,25,Hadza,12053,H_animal,0,6,NA,NA,NA,NA
1,25,Hadza,12053,H_animal,1,4,NA,NA,NA,NA
1,25,Hadza,12053,H_plant,1,NA,4,NA,NA,NA
1,25,Hadza,12053,H_plant,1,NA,6,NA,NA,NA
1,25,Hadza,12053,H_animal,1,_1,NA,NA,NA,NA
1,25,Hadza,12053,H_plant,1,NA,1,NA,NA,NA
1,25,Hadza,12053,H_animal,1,13,NA,NA,NA,NA
1,25,Hadza,12053,H_plant,1,NA,2,NA,NA,NA
1,25,Hadza,12053,H_animal,1,11,NA,NA,NA,NA
1,25,Hadza,12053,H_animal,1,2,NA,NA,NA,NA
1,25,Hadza,12053,H_animal,1,3,NA,NA,NA,NA
1,25,Hadza,12053,H_plant,1,NA,3,NA,NA,NA
1,25,Hadza,12054,H_animal,1,12,NA,NA,NA,NA
1,25,Hadza,12054,H_animal,1,11,NA,NA,NA,NA
1,25,Hadza,12054,H_plant,1,NA,5,NA,NA,NA
1,25,Hadza,12054,H_animal,1,10,NA,NA,NA,NA
1,25,Hadza,12054,H_animal,1,4,NA,NA,NA,NA
1,25,Hadza,12054,H_plant,1,NA,3,NA,NA,NA
1,25,Hadza,12054,H_animal,1,_1,NA,NA,NA,NA
1,25,Hadza,12054,H_animal,0,8,NA,NA,NA,NA
1,25,Hadza,12054,H_plant,1,NA,4,NA,NA,NA
1,25,Hadza,12054,H_animal,1,14,NA,NA,NA,NA
1,25,Hadza,12054,H_animal,1,5,NA,NA,NA,NA
1,25,Hadza,12054,H_plant,1,NA,6,NA,NA,NA
1,25,Hadza,12054,H_animal,1,13,NA,NA,NA,NA
1,25,Hadza,12054,H_animal,1,7,NA,NA,NA,NA
1,25,Hadza,12054,H_animal,1,2,NA,NA,NA,NA
1,25,Hadza,12054,H_animal,1,6,NA,NA,NA,NA
1,25,Hadza,12054,H_plant,1,NA,1,NA,NA,NA
1,25,Hadza,12054,H_animal,1,3,NA,NA,NA,NA
1,25,Hadza,12054,H_plant,0,NA,8,NA,NA,NA
1,25,Hadza,12054,H_animal,1,9,NA,NA,NA,NA
1,25,Hadza,12054,H_plant,1,NA,2,NA,NA,NA
1,25,Hadza,12054,H_plant,0,NA,9,NA,NA,NA
1,35,Hadza,12055,H_animal,1,14,NA,NA,NA,NA
1,35,Hadza,12055,H_animal,1,_1,NA,NA,NA,NA
1,35,Hadza,12055,H_plant,1,NA,4,NA,NA,NA
1,35,Hadza,12055,H_animal,1,5,NA,NA,NA,NA
1,35,Hadza,12055,H_animal,0,8,NA,NA,NA,NA
1,35,Hadza,12055,H_plant,0,NA,9,NA,NA,NA
1,35,Hadza,12055,H_animal,0,13,NA,NA,NA,NA
1,35,Hadza,12055,H_plant,0,NA,3,NA,NA,NA
1,35,Hadza,12055,H_animal,1,6,NA,NA,NA,NA
1,35,Hadza,12055,H_plant,1,NA,1,NA,NA,NA
1,35,Hadza,12055,H_plant,1,NA,5,NA,NA,NA
1,35,Hadza,12055,H_animal,0,12,NA,NA,NA,NA
1,35,Hadza,12055,H_plant,0,NA,8,NA,NA,NA
1,35,Hadza,12055,H_animal,0,9,NA,NA,NA,NA
1,35,Hadza,12055,H_animal,1,3,NA,NA,NA,NA
1,35,Hadza,12055,H_animal,1,7,NA,NA,NA,NA
1,35,Hadza,12055,H_animal,1,11,NA,NA,NA,NA
1,35,Hadza,12055,H_plant,1,NA,6,NA,NA,NA
1,35,Hadza,12055,H_animal,1,10,NA,NA,NA,NA
1,35,Hadza,12055,H_animal,1,2,NA,NA,NA,NA
1,35,Hadza,12055,H_plant,1,NA,2,NA,NA,NA
1,35,Hadza,12055,H_animal,1,4,NA,NA,NA,NA
0,25,Hadza,12056,H_animal,1,_1,NA,NA,NA,NA
0,25,Hadza,12056,H_plant,1,NA,3,NA,NA,NA
0,25,Hadza,12056,H_animal,1,6,NA,NA,NA,NA
0,25,Hadza,12056,H_plant,1,NA,9,NA,NA,NA
0,25,Hadza,12056,H_animal,0,12,NA,NA,NA,NA
0,25,Hadza,12056,H_animal,1,14,NA,NA,NA,NA
0,25,Hadza,12056,H_plant,1,NA,8,NA,NA,NA
0,25,Hadza,12056,H_animal,0,7,NA,NA,NA,NA
0,25,Hadza,12056,H_plant,1,NA,4,NA,NA,NA
0,25,Hadza,12056,H_animal,1,5,NA,NA,NA,NA
0,25,Hadza,12056,H_plant,1,NA,5,NA,NA,NA
0,25,Hadza,12056,H_animal,1,9,NA,NA,NA,NA
0,25,Hadza,12056,H_animal,1,2,NA,NA,NA,NA
0,25,Hadza,12056,H_animal,1,13,NA,NA,NA,NA
0,25,Hadza,12056,H_plant,1,NA,6,NA,NA,NA
0,25,Hadza,12056,H_animal,1,10,NA,NA,NA,NA
0,25,Hadza,12056,H_animal,0,8,NA,NA,NA,NA
0,25,Hadza,12056,H_plant,1,NA,1,NA,NA,NA
0,25,Hadza,12056,H_animal,1,3,NA,NA,NA,NA
0,25,Hadza,12056,H_plant,0,NA,2,NA,NA,NA
0,25,Hadza,12056,H_animal,1,11,NA,NA,NA,NA
0,25,Hadza,12056,H_animal,1,4,NA,NA,NA,NA
1,35,Hadza,12057,H_plant,1,NA,8,NA,NA,NA
1,35,Hadza,12057,H_animal,1,_1,NA,NA,NA,NA
1,35,Hadza,12057,H_plant,1,NA,2,NA,NA,NA
1,35,Hadza,12057,H_plant,1,NA,4,NA,NA,NA
1,35,Hadza,12057,H_animal,1,13,NA,NA,NA,NA
1,35,Hadza,12057,H_animal,1,6,NA,NA,NA,NA
1,35,Hadza,12057,H_plant,1,NA,9,NA,NA,NA
1,35,Hadza,12057,H_animal,1,2,NA,NA,NA,NA
1,35,Hadza,12057,H_animal,1,8,NA,NA,NA,NA
1,35,Hadza,12057,H_animal,1,12,NA,NA,NA,NA
1,35,Hadza,12057,H_animal,1,14,NA,NA,NA,NA
1,35,Hadza,12057,H_animal,1,11,NA,NA,NA,NA
1,35,Hadza,12057,H_plant,1,NA,6,NA,NA,NA
1,35,Hadza,12057,H_animal,1,3,NA,NA,NA,NA
1,35,Hadza,12057,H_animal,1,7,NA,NA,NA,NA
1,35,Hadza,12057,H_animal,1,4,NA,NA,NA,NA
1,35,Hadza,12057,H_plant,1,NA,5,NA,NA,NA
1,35,Hadza,12057,H_animal,0,9,NA,NA,NA,NA
1,35,Hadza,12057,H_animal,1,10,NA,NA,NA,NA
1,35,Hadza,12057,H_animal,1,5,NA,NA,NA,NA
1,35,Hadza,12057,H_plant,1,NA,1,NA,NA,NA
1,35,Hadza,12057,H_plant,1,NA,3,NA,NA,NA
1,25,Hadza,12058,H_animal,1,14,NA,NA,NA,NA
1,25,Hadza,12058,H_plant,1,NA,9,NA,NA,NA
1,25,Hadza,12058,H_animal,1,12,NA,NA,NA,NA
1,25,Hadza,12058,H_animal,1,_1,NA,NA,NA,NA
1,25,Hadza,12058,H_plant,1,NA,6,NA,NA,NA
1,25,Hadza,12058,H_animal,1,3,NA,NA,NA,NA
1,25,Hadza,12058,H_animal,1,4,NA,NA,NA,NA
1,25,Hadza,12058,H_plant,0,NA,8,NA,NA,NA
1,25,Hadza,12058,H_plant,0,NA,3,NA,NA,NA
1,25,Hadza,12058,H_animal,0,13,NA,NA,NA,NA
1,25,Hadza,12058,H_animal,1,10,NA,NA,NA,NA
1,25,Hadza,12058,H_animal,1,11,NA,NA,NA,NA
1,25,Hadza,12058,H_animal,1,5,NA,NA,NA,NA
1,25,Hadza,12058,H_animal,1,2,NA,NA,NA,NA
1,25,Hadza,12058,H_animal,1,9,NA,NA,NA,NA
1,25,Hadza,12058,H_plant,1,NA,4,NA,NA,NA
1,25,Hadza,12058,H_plant,1,NA,1,NA,NA,NA
1,25,Hadza,12058,H_animal,1,7,NA,NA,NA,NA
1,25,Hadza,12058,H_plant,0,NA,5,NA,NA,NA
1,25,Hadza,12058,H_animal,0,8,NA,NA,NA,NA
1,25,Hadza,12058,H_plant,1,NA,2,NA,NA,NA
1,25,Hadza,12058,H_animal,0,6,NA,NA,NA,NA
1,25,Hadza,12060,H_animal,1,_1,NA,NA,NA,NA
1,25,Hadza,12060,H_plant,1,NA,9,NA,NA,NA
1,25,Hadza,12060,H_animal,1,14,NA,NA,NA,NA
1,25,Hadza,12060,H_plant,1,NA,8,NA,NA,NA
1,25,Hadza,12060,H_animal,1,13,NA,NA,NA,NA
1,25,Hadza,12060,H_animal,1,12,NA,NA,NA,NA
1,25,Hadza,12060,H_plant,1,NA,6,NA,NA,NA
1,25,Hadza,12060,H_animal,1,11,NA,NA,NA,NA
1,25,Hadza,12060,H_animal,1,5,NA,NA,NA,NA
1,25,Hadza,12060,H_animal,1,9,NA,NA,NA,NA
1,25,Hadza,12060,H_animal,1,10,NA,NA,NA,NA
1,25,Hadza,12060,H_plant,1,NA,5,NA,NA,NA
1,25,Hadza,12060,H_animal,1,4,NA,NA,NA,NA
1,25,Hadza,12060,H_plant,1,NA,4,NA,NA,NA
1,25,Hadza,12060,H_animal,1,2,NA,NA,NA,NA
1,25,Hadza,12060,H_plant,1,NA,3,NA,NA,NA
1,25,Hadza,12060,H_animal,0,8,NA,NA,NA,NA
1,25,Hadza,12060,H_animal,1,7,NA,NA,NA,NA
1,25,Hadza,12060,H_plant,1,NA,2,NA,NA,NA
1,25,Hadza,12060,H_animal,1,6,NA,NA,NA,NA
1,25,Hadza,12060,H_animal,1,3,NA,NA,NA,NA
1,25,Hadza,12060,H_plant,1,NA,1,NA,NA,NA
0,14,Hadza,12078,H_plant,0,NA,8,NA,NA,NA
0,14,Hadza,12078,H_animal,1,_1,NA,NA,NA,NA
0,14,Hadza,12078,H_animal,0,7,NA,NA,NA,NA
0,14,Hadza,12078,H_animal,0,6,NA,NA,NA,NA
0,14,Hadza,12078,H_plant,0,NA,4,NA,NA,NA
0,14,Hadza,12078,H_animal,1,10,NA,NA,NA,NA
0,14,Hadza,12078,H_plant,0,NA,9,NA,NA,NA
0,14,Hadza,12078,H_animal,0,8,NA,NA,NA,NA
0,14,Hadza,12078,H_animal,0,5,NA,NA,NA,NA
0,14,Hadza,12078,H_plant,1,NA,2,NA,NA,NA
0,14,Hadza,12078,H_animal,1,9,NA,NA,NA,NA
0,14,Hadza,12078,H_plant,0,NA,5,NA,NA,NA
0,14,Hadza,12078,H_animal,1,4,NA,NA,NA,NA
0,14,Hadza,12078,H_animal,0,11,NA,NA,NA,NA
0,14,Hadza,12078,H_animal,1,3,NA,NA,NA,NA
0,14,Hadza,12078,H_plant,1,NA,6,NA,NA,NA
0,14,Hadza,12078,H_plant,1,NA,1,NA,NA,NA
0,14,Hadza,12078,H_animal,1,14,NA,NA,NA,NA
0,14,Hadza,12078,H_plant,0,NA,3,NA,NA,NA
0,14,Hadza,12078,H_animal,0,12,NA,NA,NA,NA
0,14,Hadza,12078,H_animal,0,13,NA,NA,NA,NA
0,14,Hadza,12078,H_animal,0,2,NA,NA,NA,NA
0,13,Hadza,12079,H_animal,0,8,NA,NA,NA,NA
0,13,Hadza,12079,H_plant,0,NA,2,NA,NA,NA
0,13,Hadza,12079,H_plant,0,NA,5,NA,NA,NA
0,13,Hadza,12079,H_animal,1,5,NA,NA,NA,NA
0,13,Hadza,12079,H_animal,1,4,NA,NA,NA,NA
0,13,Hadza,12079,H_animal,1,3,NA,NA,NA,NA
0,13,Hadza,12079,H_animal,1,6,NA,NA,NA,NA
0,13,Hadza,12079,H_plant,0,NA,3,NA,NA,NA
0,13,Hadza,12079,H_animal,1,7,NA,NA,NA,NA
0,13,Hadza,12079,H_plant,0,NA,9,NA,NA,NA
0,13,Hadza,12079,H_plant,0,NA,4,NA,NA,NA
0,13,Hadza,12079,H_plant,1,NA,1,NA,NA,NA
0,13,Hadza,12079,H_animal,1,13,NA,NA,NA,NA
0,13,Hadza,12079,H_animal,0,12,NA,NA,NA,NA
0,13,Hadza,12079,H_animal,1,14,NA,NA,NA,NA
0,13,Hadza,12079,H_animal,1,11,NA,NA,NA,NA
0,13,Hadza,12079,H_animal,1,_1,NA,NA,NA,NA
0,13,Hadza,12079,H_plant,1,NA,8,NA,NA,NA
0,13,Hadza,12079,H_animal,1,10,NA,NA,NA,NA
0,13,Hadza,12079,H_animal,1,2,NA,NA,NA,NA
0,13,Hadza,12079,H_animal,1,9,NA,NA,NA,NA
0,13,Hadza,12079,H_plant,1,NA,6,NA,NA,NA
1,10,Hadza,12080,H_plant,0,NA,5,NA,NA,NA
1,10,Hadza,12080,H_animal,1,3,NA,NA,NA,NA
1,10,Hadza,12080,H_animal,1,14,NA,NA,NA,NA
1,10,Hadza,12080,H_plant,0,NA,2,NA,NA,NA
1,10,Hadza,12080,H_plant,0,NA,3,NA,NA,NA
1,10,Hadza,12080,H_animal,1,4,NA,NA,NA,NA
1,10,Hadza,12080,H_animal,1,5,NA,NA,NA,NA
1,10,Hadza,12080,H_plant,1,NA,1,NA,NA,NA
1,10,Hadza,12080,H_animal,0,7,NA,NA,NA,NA
1,10,Hadza,12080,H_animal,1,12,NA,NA,NA,NA
1,10,Hadza,12080,H_animal,0,10,NA,NA,NA,NA
1,10,Hadza,12080,H_animal,0,2,NA,NA,NA,NA
1,10,Hadza,12080,H_animal,0,13,NA,NA,NA,NA
1,10,Hadza,12080,H_plant,1,NA,4,NA,NA,NA
1,10,Hadza,12080,H_plant,1,NA,8,NA,NA,NA
1,10,Hadza,12080,H_plant,0,NA,9,NA,NA,NA
1,10,Hadza,12080,H_animal,1,9,NA,NA,NA,NA
1,10,Hadza,12080,H_animal,1,_1,NA,NA,NA,NA
1,10,Hadza,12080,H_animal,0,8,NA,NA,NA,NA
1,10,Hadza,12080,H_animal,0,6,NA,NA,NA,NA
1,10,Hadza,12080,H_plant,1,NA,6,NA,NA,NA
1,10,Hadza,12080,H_animal,0,11,NA,NA,NA,NA
1,7,Hadza,12081,H_animal,1,3,NA,NA,NA,NA
1,7,Hadza,12081,H_plant,1,NA,1,NA,NA,NA
1,7,Hadza,12081,H_animal,1,14,NA,NA,NA,NA
1,7,Hadza,12081,H_plant,1,NA,2,NA,NA,NA
1,7,Hadza,12081,H_animal,0,12,NA,NA,NA,NA
1,7,Hadza,12081,H_animal,1,10,NA,NA,NA,NA
1,7,Hadza,12081,H_animal,0,8,NA,NA,NA,NA
1,7,Hadza,12081,H_animal,0,2,NA,NA,NA,NA
1,7,Hadza,12081,H_animal,0,13,NA,NA,NA,NA
1,7,Hadza,12081,H_animal,1,_1,NA,NA,NA,NA
1,7,Hadza,12081,H_plant,0,NA,4,NA,NA,NA
1,7,Hadza,12081,H_animal,1,4,NA,NA,NA,NA
1,7,Hadza,12081,H_animal,1,5,NA,NA,NA,NA
1,7,Hadza,12081,H_plant,1,NA,6,NA,NA,NA
1,7,Hadza,12081,H_plant,0,NA,8,NA,NA,NA
1,7,Hadza,12081,H_plant,0,NA,9,NA,NA,NA
1,7,Hadza,12081,H_animal,1,9,NA,NA,NA,NA
1,7,Hadza,12081,H_animal,0,7,NA,NA,NA,NA
1,7,Hadza,12081,H_plant,1,NA,3,NA,NA,NA
1,7,Hadza,12081,H_animal,0,6,NA,NA,NA,NA
1,7,Hadza,12081,H_animal,1,11,NA,NA,NA,NA
1,7,Hadza,12081,H_plant,0,NA,5,NA,NA,NA
0,15,Hadza,12083,H_animal,1,3,NA,NA,NA,NA
0,15,Hadza,12083,H_animal,0,14,NA,NA,NA,NA
0,15,Hadza,12083,H_plant,1,NA,5,NA,NA,NA
0,15,Hadza,12083,H_animal,0,2,NA,NA,NA,NA
0,15,Hadza,12083,H_animal,0,12,NA,NA,NA,NA
0,15,Hadza,12083,H_animal,1,10,NA,NA,NA,NA
0,15,Hadza,12083,H_animal,1,13,NA,NA,NA,NA
0,15,Hadza,12083,H_animal,1,9,NA,NA,NA,NA
0,15,Hadza,12083,H_plant,1,NA,4,NA,NA,NA
0,15,Hadza,12083,H_animal,1,_1,NA,NA,NA,NA
0,15,Hadza,12083,H_plant,1,NA,3,NA,NA,NA
0,15,Hadza,12083,H_animal,0,8,NA,NA,NA,NA
0,15,Hadza,12083,H_animal,1,11,NA,NA,NA,NA
0,15,Hadza,12083,H_plant,1,NA,6,NA,NA,NA
0,15,Hadza,12083,H_animal,1,5,NA,NA,NA,NA
0,15,Hadza,12083,H_animal,0,6,NA,NA,NA,NA
0,15,Hadza,12083,H_plant,0,NA,9,NA,NA,NA
0,15,Hadza,12083,H_animal,0,7,NA,NA,NA,NA
0,15,Hadza,12083,H_plant,1,NA,8,NA,NA,NA
0,15,Hadza,12083,H_animal,1,4,NA,NA,NA,NA
0,15,Hadza,12083,H_plant,1,NA,1,NA,NA,NA
0,15,Hadza,12083,H_plant,1,NA,2,NA,NA,NA
1,45,Hadza,12084,H_animal,1,_1,NA,NA,NA,NA
1,45,Hadza,12084,H_animal,1,14,NA,NA,NA,NA
1,45,Hadza,12084,H_animal,1,9,NA,NA,NA,NA
1,45,Hadza,12084,H_animal,1,11,NA,NA,NA,NA
1,45,Hadza,12084,H_plant,0,NA,4,NA,NA,NA
1,45,Hadza,12084,H_animal,1,10,NA,NA,NA,NA
1,45,Hadza,12084,H_animal,1,12,NA,NA,NA,NA
1,45,Hadza,12084,H_animal,1,8,NA,NA,NA,NA
1,45,Hadza,12084,H_plant,1,NA,9,NA,NA,NA
1,45,Hadza,12084,H_animal,1,2,NA,NA,NA,NA
1,45,Hadza,12084,H_plant,0,NA,3,NA,NA,NA
1,45,Hadza,12084,H_plant,1,NA,5,NA,NA,NA
1,45,Hadza,12084,H_animal,1,6,NA,NA,NA,NA
1,45,Hadza,12084,H_animal,1,3,NA,NA,NA,NA
1,45,Hadza,12084,H_animal,1,7,NA,NA,NA,NA
1,45,Hadza,12084,H_animal,1,13,NA,NA,NA,NA
1,45,Hadza,12084,H_plant,1,NA,2,NA,NA,NA
1,45,Hadza,12084,H_plant,1,NA,6,NA,NA,NA
1,45,Hadza,12084,H_animal,1,4,NA,NA,NA,NA
1,45,Hadza,12084,H_plant,1,NA,1,NA,NA,NA
1,45,Hadza,12084,H_animal,1,5,NA,NA,NA,NA
1,45,Hadza,12084,H_plant,0,NA,8,NA,NA,NA
0,45,Hadza,12085,H_animal,1,12,NA,NA,NA,NA
0,45,Hadza,12085,H_animal,1,_1,NA,NA,NA,NA
0,45,Hadza,12085,H_animal,1,9,NA,NA,NA,NA
0,45,Hadza,12085,H_plant,1,NA,5,NA,NA,NA
0,45,Hadza,12085,H_plant,1,NA,9,NA,NA,NA
0,45,Hadza,12085,H_animal,1,11,NA,NA,NA,NA
0,45,Hadza,12085,H_plant,1,NA,8,NA,NA,NA
0,45,Hadza,12085,H_animal,1,10,NA,NA,NA,NA
0,45,Hadza,12085,H_plant,1,NA,3,NA,NA,NA
0,45,Hadza,12085,H_animal,1,8,NA,NA,NA,NA
0,45,Hadza,12085,H_animal,1,14,NA,NA,NA,NA
0,45,Hadza,12085,H_plant,1,NA,4,NA,NA,NA
0,45,Hadza,12085,H_plant,1,NA,2,NA,NA,NA
0,45,Hadza,12085,H_animal,1,5,NA,NA,NA,NA
0,45,Hadza,12085,H_plant,1,NA,6,NA,NA,NA
0,45,Hadza,12085,H_animal,1,7,NA,NA,NA,NA
0,45,Hadza,12085,H_animal,1,13,NA,NA,NA,NA
0,45,Hadza,12085,H_animal,1,2,NA,NA,NA,NA
0,45,Hadza,12085,H_plant,1,NA,1,NA,NA,NA
0,45,Hadza,12085,H_animal,1,3,NA,NA,NA,NA
0,45,Hadza,12085,H_animal,1,6,NA,NA,NA,NA
0,45,Hadza,12085,H_animal,1,4,NA,NA,NA,NA
0,55,Hadza,12086,H_animal,1,_1,NA,NA,NA,NA
0,55,Hadza,12086,H_animal,1,2,NA,NA,NA,NA
0,55,Hadza,12086,H_animal,0,6,NA,NA,NA,NA
0,55,Hadza,12086,H_animal,1,14,NA,NA,NA,NA
0,55,Hadza,12086,H_animal,1,3,NA,NA,NA,NA
0,55,Hadza,12086,H_plant,1,NA,2,NA,NA,NA
0,55,Hadza,12086,H_animal,1,5,NA,NA,NA,NA
0,55,Hadza,12086,H_plant,1,NA,8,NA,NA,NA
0,55,Hadza,12086,H_plant,0,NA,9,NA,NA,NA
0,55,Hadza,12086,H_animal,1,10,NA,NA,NA,NA
0,55,Hadza,12086,H_plant,1,NA,3,NA,NA,NA
0,55,Hadza,12086,H_animal,1,11,NA,NA,NA,NA
0,55,Hadza,12086,H_plant,1,NA,1,NA,NA,NA
0,55,Hadza,12086,H_animal,1,9,NA,NA,NA,NA
0,55,Hadza,12086,H_animal,1,7,NA,NA,NA,NA
0,55,Hadza,12086,H_animal,0,8,NA,NA,NA,NA
0,55,Hadza,12086,H_animal,1,12,NA,NA,NA,NA
0,55,Hadza,12086,H_animal,1,4,NA,NA,NA,NA
0,55,Hadza,12086,H_plant,1,NA,4,NA,NA,NA
0,55,Hadza,12086,H_plant,1,NA,5,NA,NA,NA
0,55,Hadza,12086,H_animal,1,13,NA,NA,NA,NA
0,55,Hadza,12086,H_plant,1,NA,6,NA,NA,NA
1,55,Hadza,12087,H_animal,1,9,NA,NA,NA,NA
1,55,Hadza,12087,H_plant,1,NA,2,NA,NA,NA
1,55,Hadza,12087,H_animal,1,10,NA,NA,NA,NA
1,55,Hadza,12087,H_animal,1,11,NA,NA,NA,NA
1,55,Hadza,12087,H_animal,1,3,NA,NA,NA,NA
1,55,Hadza,12087,H_plant,1,NA,3,NA,NA,NA
1,55,Hadza,12087,H_plant,0,NA,8,NA,NA,NA
1,55,Hadza,12087,H_plant,1,NA,9,NA,NA,NA
1,55,Hadza,12087,H_plant,1,NA,6,NA,NA,NA
1,55,Hadza,12087,H_animal,0,14,NA,NA,NA,NA
1,55,Hadza,12087,H_plant,1,NA,4,NA,NA,NA
1,55,Hadza,12087,H_animal,0,12,NA,NA,NA,NA
1,55,Hadza,12087,H_plant,1,NA,5,NA,NA,NA
1,55,Hadza,12087,H_animal,1,7,NA,NA,NA,NA
1,55,Hadza,12087,H_animal,0,8,NA,NA,NA,NA
1,55,Hadza,12087,H_animal,1,2,NA,NA,NA,NA
1,55,Hadza,12087,H_animal,0,13,NA,NA,NA,NA
1,55,Hadza,12087,H_animal,1,4,NA,NA,NA,NA
1,55,Hadza,12087,H_plant,1,NA,1,NA,NA,NA
1,55,Hadza,12087,H_animal,0,_1,NA,NA,NA,NA
1,55,Hadza,12087,H_animal,1,5,NA,NA,NA,NA
1,55,Hadza,12087,H_animal,0,6,NA,NA,NA,NA
1,25,Hadza,12089,H_animal,1,3,NA,NA,NA,NA
1,25,Hadza,12089,H_animal,1,_1,NA,NA,NA,NA
1,25,Hadza,12089,H_animal,1,4,NA,NA,NA,NA
1,25,Hadza,12089,H_animal,1,14,NA,NA,NA,NA
1,25,Hadza,12089,H_animal,1,5,NA,NA,NA,NA
1,25,Hadza,12089,H_plant,1,NA,2,NA,NA,NA
1,25,Hadza,12089,H_plant,1,NA,9,NA,NA,NA
1,25,Hadza,12089,H_animal,1,9,NA,NA,NA,NA
1,25,Hadza,12089,H_animal,1,2,NA,NA,NA,NA
1,25,Hadza,12089,H_animal,1,13,NA,NA,NA,NA
1,25,Hadza,12089,H_animal,1,11,NA,NA,NA,NA
1,25,Hadza,12089,H_plant,1,NA,1,NA,NA,NA
1,25,Hadza,12089,H_plant,1,NA,8,NA,NA,NA
1,25,Hadza,12089,H_animal,1,12,NA,NA,NA,NA
1,25,Hadza,12089,H_plant,1,NA,5,NA,NA,NA
1,25,Hadza,12089,H_animal,1,8,NA,NA,NA,NA
1,25,Hadza,12089,H_plant,1,NA,4,NA,NA,NA
1,25,Hadza,12089,H_animal,0,7,NA,NA,NA,NA
1,25,Hadza,12089,H_animal,1,10,NA,NA,NA,NA
1,25,Hadza,12089,H_plant,1,NA,6,NA,NA,NA
1,25,Hadza,12089,H_animal,1,6,NA,NA,NA,NA
1,25,Hadza,12089,H_plant,0,NA,3,NA,NA,NA
1,65,Hadza,12090,H_animal,1,8,NA,NA,NA,NA
1,65,Hadza,12090,H_animal,1,2,NA,NA,NA,NA
1,65,Hadza,12090,H_animal,1,14,NA,NA,NA,NA
1,65,Hadza,12090,H_animal,1,3,NA,NA,NA,NA
1,65,Hadza,12090,H_animal,1,9,NA,NA,NA,NA
1,65,Hadza,12090,H_animal,1,13,NA,NA,NA,NA
1,65,Hadza,12090,H_plant,1,NA,2,NA,NA,NA
