skill,ID,age,sex,culture,endorse,meanz
X10.kasha,12040,15,1,Hadza,1,-1.728103856
X10.kasha,12041,55,0,Hadza,1,-1.728103856
X10.kasha,12042,65,1,Hadza,1,-1.728103856
X10.kasha,12043,65,1,Hadza,1,-1.728103856
X10.kasha,12044,65,0,Hadza,1,-1.728103856
X10.kasha,12045,35,1,Hadza,1,-1.728103856
X10.kasha,12046,25,0,Hadza,1,-1.728103856
X10.kasha,12049,35,1,Hadza,1,-1.728103856
X10.kasha,12051,25,1,Hadza,0,-1.728103856
X10.kasha,12052,25,1,Hadza,1,-1.728103856
X10.kasha,12053,25,1,Hadza,1,-1.728103856
X10.kasha,12054,25,1,Hadza,1,-1.728103856
X10.kasha,12055,35,1,Hadza,1,-1.728103856
X10.kasha,12056,25,0,Hadza,1,-1.728103856
X10.kasha,12057,35,1,Hadza,1,-1.728103856
X10.kasha,12058,25,1,Hadza,1,-1.728103856
X10.kasha,12060,25,1,Hadza,1,-1.728103856
X10.kasha,12078,14,0,Hadza,1,-1.728103856
X10.kasha,12079,13,0,Hadza,1,-1.728103856
X10.kasha,12080,10,1,Hadza,0,-1.728103856
X10.kasha,12081,7,1,Hadza,1,-1.728103856
X10.kasha,12083,15,0,Hadza,1,-1.728103856
X10.kasha,12084,45,1,Hadza,1,-1.728103856
X10.kasha,12085,45,0,Hadza,1,-1.728103856
X10.kasha,12086,55,0,Hadza,1,-1.728103856
X10.kasha,12087,55,1,Hadza,1,-1.728103856
X10.kasha,12089,25,1,Hadza,1,-1.728103856
X10.kasha,12090,65,1,Hadza,1,-1.728103856
X10.kasha,12091,25,0,Hadza,1,-1.728103856
X10.kasha,12093,25,1,Hadza,1,-1.728103856
X10.kasha,12094,25,0,Hadza,0,-1.728103856
X10.kasha,12095,25,0,Hadza,1,-1.728103856
X10.kasha,12096,45,0,Hadza,1,-1.728103856
X10.kasha,12097,45,1,Hadza,1,-1.728103856
X10.kasha,12099,25,0,Hadza,1,-1.728103856
X10.kasha,12100,25,1,Hadza,0,-1.728103856
X10.kasha,12102,35,1,Hadza,1,-1.728103856
X10.kasha,12104,11,1,Hadza,1,-1.728103856
X10.kasha,12105,9,1,Hadza,1,-1.728103856
X10.kasha,12106,7,1,Hadza,1,-1.728103856
X10.kasha,12109,17,1,Hadza,1,-1.728103856
X10.kasha,12110,14,1,Hadza,1,-1.728103856
X10.kasha,12111,17,1,Hadza,0,-1.728103856
X10.kasha,12118,65,0,Hadza,1,-1.728103856
X10.kasha,12119,25,0,Hadza,1,-1.728103856
X10.kasha,12120,25,1,Hadza,1,-1.728103856
X10.kasha,12124,65,0,Hadza,1,-1.728103856
X10.kasha,12127,65,1,Hadza,1,-1.728103856
X10.kasha,12128,55,0,Hadza,1,-1.728103856
X10.kasha,12129,35,1,Hadza,1,-1.728103856
X10.kasha,12130,35,0,Hadza,1,-1.728103856
X10.kasha,12133,35,1,Hadza,1,-1.728103856
X10.kasha,12134,35,0,Hadza,1,-1.728103856
X10.kasha,12138,9,0,Hadza,1,-1.728103856
X10.kasha,12139,25,1,Hadza,0,-1.728103856
X10.kasha,12145,55,0,Hadza,1,-1.728103856
X10.kasha,12146,55,1,Hadza,1,-1.728103856
X10.kasha,12147,35,1,Hadza,1,-1.728103856
X10.kasha,12148,45,0,Hadza,1,-1.728103856
X10.kasha,12149,45,1,Hadza,1,-1.728103856
X10.kasha,12150,35,0,Hadza,1,-1.728103856
X10.kasha,12151,35,1,Hadza,1,-1.728103856
X10.kasha,12157,45,1,Hadza,1,-1.728103856
X10.kasha,12158,35,0,Hadza,1,-1.728103856
X10.kasha,12159,13,0,Hadza,1,-1.728103856
X10.kasha,12161,6,0,Hadza,1,-1.728103856
X10.kasha,12163,19,0,Hadza,1,-1.728103856
X10.kasha,12164,35,0,Hadza,1,-1.728103856
X10.kasha,12165,35,0,Hadza,1,-1.728103856
X13.honey,12005,11,1,Hadza,0,0.768386303
X13.honey,12006,13,1,Hadza,1,0.768386303
X13.honey,12007,16,1,Hadza,1,0.768386303
X13.honey,12008,14,0,Hadza,0,0.768386303
X13.honey,12017,17,0,Hadza,0,0.768386303
X13.honey,12018,16,0,Hadza,0,0.768386303
X13.honey,12019,18,1,Hadza,1,0.768386303
X13.honey,12020,13,1,Hadza,1,0.768386303
X13.honey,12021,14,1,Hadza,1,0.768386303
X13.honey,12022,13,1,Hadza,1,0.768386303
X13.honey,12027,55,1,Hadza,1,0.768386303
X13.honey,12029,55,0,Hadza,0,0.768386303
X13.honey,12032,25,1,Hadza,1,0.768386303
X13.honey,12034,45,0,Hadza,0,0.768386303
X13.honey,12035,45,1,Hadza,1,0.768386303
X13.honey,12036,35,0,Hadza,0,0.768386303
X13.honey,12037,65,0,Hadza,1,0.768386303
X13.honey,12038,25,0,Hadza,0,0.768386303
X13.honey,12039,25,1,Hadza,1,0.768386303
X13.honey,12040,15,1,Hadza,1,0.768386303
X13.honey,12041,55,0,Hadza,0,0.768386303
X13.honey,12042,65,1,Hadza,1,0.768386303
X13.honey,12043,65,1,Hadza,1,0.768386303
X13.honey,12044,65,0,Hadza,0,0.768386303
X13.honey,12045,35,1,Hadza,1,0.768386303
X13.honey,12046,25,0,Hadza,0,0.768386303
X13.honey,12049,35,1,Hadza,1,0.768386303
X13.honey,12051,25,1,Hadza,1,0.768386303
X13.honey,12052,25,1,Hadza,1,0.768386303
X13.honey,12053,25,1,Hadza,1,0.768386303
X13.honey,12054,25,1,Hadza,1,0.768386303
X13.honey,12055,35,1,Hadza,1,0.768386303
X13.honey,12056,25,0,Hadza,0,0.768386303
X13.honey,12057,35,1,Hadza,1,0.768386303
X13.honey,12058,25,1,Hadza,1,0.768386303
X13.honey,12060,25,1,Hadza,1,0.768386303
X13.honey,12078,14,0,Hadza,0,0.768386303
X13.honey,12079,13,0,Hadza,0,0.768386303
X13.honey,12080,10,1,Hadza,0,0.768386303
X13.honey,12081,7,1,Hadza,0,0.768386303
X13.honey,12083,15,0,Hadza,0,0.768386303
X13.honey,12084,45,1,Hadza,1,0.768386303
X13.honey,12085,45,0,Hadza,1,0.768386303
X13.honey,12086,55,0,Hadza,1,0.768386303
X13.honey,12087,55,1,Hadza,1,0.768386303
X13.honey,12089,25,1,Hadza,1,0.768386303
X13.honey,12090,65,1,Hadza,1,0.768386303
X13.honey,12091,25,0,Hadza,0,0.768386303
X13.honey,12093,25,1,Hadza,1,0.768386303
X13.honey,12094,25,0,Hadza,0,0.768386303
X13.honey,12095,25,0,Hadza,0,0.768386303
X13.honey,12096,45,0,Hadza,1,0.768386303
X13.honey,12097,45,1,Hadza,1,0.768386303
X13.honey,12099,25,0,Hadza,0,0.768386303
X13.honey,12100,25,1,Hadza,0,0.768386303
X13.honey,12102,35,1,Hadza,1,0.768386303
X13.honey,12104,11,1,Hadza,1,0.768386303
X13.honey,12105,9,1,Hadza,1,0.768386303
X13.honey,12106,7,1,Hadza,0,0.768386303
X13.honey,12109,17,1,Hadza,1,0.768386303
X13.honey,12110,14,1,Hadza,1,0.768386303
X13.honey,12111,17,1,Hadza,1,0.768386303
X13.honey,12118,65,0,Hadza,1,0.768386303
X13.honey,12119,25,0,Hadza,0,0.768386303
X13.honey,12120,25,1,Hadza,1,0.768386303
X13.honey,12124,65,0,Hadza,0,0.768386303
X13.honey,12127,65,1,Hadza,0,0.768386303
X13.honey,12128,55,0,Hadza,0,0.768386303
X13.honey,12129,35,1,Hadza,1,0.768386303
X13.honey,12130,35,0,Hadza,0,0.768386303
X13.honey,12133,35,1,Hadza,1,0.768386303
X13.honey,12134,35,0,Hadza,0,0.768386303
X13.honey,12138,9,0,Hadza,0,0.768386303
X13.honey,12139,25,1,Hadza,1,0.768386303
X13.honey,12145,55,0,Hadza,0,0.768386303
X13.honey,12146,55,1,Hadza,1,0.768386303
X13.honey,12147,35,1,Hadza,1,0.768386303
X13.honey,12148,45,0,Hadza,1,0.768386303
X13.honey,12149,45,1,Hadza,1,0.768386303
X13.honey,12150,35,0,Hadza,0,0.768386303
X13.honey,12151,35,1,Hadza,1,0.768386303
X13.honey,12157,45,1,Hadza,1,0.768386303
X13.honey,12158,35,0,Hadza,0,0.768386303
X13.honey,12159,13,0,Hadza,0,0.768386303
X13.honey,12161,6,0,Hadza,0,0.768386303
X13.honey,12163,19,0,Hadza,0,0.768386303
X13.honey,12164,35,0,Hadza,0,0.768386303
X13.honey,12165,35,0,Hadza,1,0.768386303
X14.diggingstick,12005,11,1,Hadza,1,-1.663816556
X14.diggingstick,12006,13,1,Hadza,1,-1.663816556
X14.diggingstick,12007,16,1,Hadza,1,-1.663816556
X14.diggingstick,12008,14,0,Hadza,1,-1.663816556
X14.diggingstick,12017,17,0,Hadza,1,-1.663816556
X14.diggingstick,12018,16,0,Hadza,1,-1.663816556
X14.diggingstick,12019,18,1,Hadza,0,-1.663816556
X14.diggingstick,12020,13,1,Hadza,1,-1.663816556
X14.diggingstick,12021,14,1,Hadza,1,-1.663816556
X14.diggingstick,12022,13,1,Hadza,1,-1.663816556
X14.diggingstick,12027,55,1,Hadza,1,-1.663816556
X14.diggingstick,12029,55,0,Hadza,1,-1.663816556
X14.diggingstick,12032,25,1,Hadza,1,-1.663816556
X14.diggingstick,12034,45,0,Hadza,1,-1.663816556
X14.diggingstick,12035,45,1,Hadza,1,-1.663816556
X14.diggingstick,12036,35,0,Hadza,1,-1.663816556
X14.diggingstick,12037,65,0,Hadza,1,-1.663816556
X14.diggingstick,12038,25,0,Hadza,1,-1.663816556
X14.diggingstick,12039,25,1,Hadza,0,-1.663816556
X14.diggingstick,12040,15,1,Hadza,1,-1.663816556
X14.diggingstick,12041,55,0,Hadza,1,-1.663816556
X14.diggingstick,12042,65,1,Hadza,1,-1.663816556
X14.diggingstick,12043,65,1,Hadza,1,-1.663816556
X14.diggingstick,12044,65,0,Hadza,1,-1.663816556
X14.diggingstick,12046,25,0,Hadza,1,-1.663816556
X14.diggingstick,12049,35,1,Hadza,1,-1.663816556
X14.diggingstick,12051,25,1,Hadza,0,-1.663816556
X14.diggingstick,12052,25,1,Hadza,0,-1.663816556
X14.diggingstick,12053,25,1,Hadza,1,-1.663816556
X14.diggingstick,12054,25,1,Hadza,1,-1.663816556
X14.diggingstick,12055,35,1,Hadza,1,-1.663816556
X14.diggingstick,12056,25,0,Hadza,1,-1.663816556
X14.diggingstick,12057,35,1,Hadza,1,-1.663816556
X14.diggingstick,12058,25,1,Hadza,1,-1.663816556
X14.diggingstick,12060,25,1,Hadza,1,-1.663816556
X14.diggingstick,12078,14,0,Hadza,1,-1.663816556
X14.diggingstick,12079,13,0,Hadza,1,-1.663816556
X14.diggingstick,12080,10,1,Hadza,0,-1.663816556
X14.diggingstick,12081,7,1,Hadza,1,-1.663816556
X14.diggingstick,12083,15,0,Hadza,1,-1.663816556
X14.diggingstick,12084,45,1,Hadza,1,-1.663816556
X14.diggingstick,12085,45,0,Hadza,1,-1.663816556
X14.diggingstick,12086,55,0,Hadza,1,-1.663816556
X14.diggingstick,12087,55,1,Hadza,1,-1.663816556
X14.diggingstick,12089,25,1,Hadza,0,-1.663816556
X14.diggingstick,12090,65,1,Hadza,1,-1.663816556
X14.diggingstick,12091,25,0,Hadza,1,-1.663816556
X14.diggingstick,12093,25,1,Hadza,0,-1.663816556
X14.diggingstick,12094,25,0,Hadza,1,-1.663816556
X14.diggingstick,12095,25,0,Hadza,1,-1.663816556
X14.diggingstick,12096,45,0,Hadza,1,-1.663816556
X14.diggingstick,12097,45,1,Hadza,1,-1.663816556
X14.diggingstick,12099,25,0,Hadza,1,-1.663816556
X14.diggingstick,12100,25,1,Hadza,0,-1.663816556
X14.diggingstick,12102,35,1,Hadza,1,-1.663816556
X14.diggingstick,12104,11,1,Hadza,0,-1.663816556
X14.diggingstick,12105,9,1,Hadza,1,-1.663816556
X14.diggingstick,12106,7,1,Hadza,1,-1.663816556
X14.diggingstick,12109,17,1,Hadza,1,-1.663816556
X14.diggingstick,12110,14,1,Hadza,0,-1.663816556
X14.diggingstick,12111,17,1,Hadza,1,-1.663816556
X14.diggingstick,12118,65,0,Hadza,1,-1.663816556
X14.diggingstick,12119,25,0,Hadza,1,-1.663816556
X14.diggingstick,12120,25,1,Hadza,1,-1.663816556
X14.diggingstick,12124,65,0,Hadza,1,-1.663816556
X14.diggingstick,12127,65,1,Hadza,0,-1.663816556
X14.diggingstick,12128,55,0,Hadza,1,-1.663816556
X14.diggingstick,12129,35,1,Hadza,1,-1.663816556
X14.diggingstick,12130,35,0,Hadza,1,-1.663816556
X14.diggingstick,12133,35,1,Hadza,1,-1.663816556
X14.diggingstick,12134,35,0,Hadza,1,-1.663816556
X14.diggingstick,12138,9,0,Hadza,1,-1.663816556
X14.diggingstick,12139,25,1,Hadza,0,-1.663816556
X14.diggingstick,12145,55,0,Hadza,1,-1.663816556
X14.diggingstick,12146,55,1,Hadza,1,-1.663816556
X14.diggingstick,12147,35,1,Hadza,1,-1.663816556
X14.diggingstick,12148,45,0,Hadza,1,-1.663816556
X14.diggingstick,12149,45,1,Hadza,1,-1.663816556
X14.diggingstick,12150,35,0,Hadza,1,-1.663816556
X14.diggingstick,12151,35,1,Hadza,1,-1.663816556
X14.diggingstick,12157,45,1,Hadza,1,-1.663816556
X14.diggingstick,12158,35,0,Hadza,1,-1.663816556
X14.diggingstick,12159,13,0,Hadza,1,-1.663816556
X14.diggingstick,12161,6,0,Hadza,1,-1.663816556
X14.diggingstick,12163,19,0,Hadza,1,-1.663816556
X14.diggingstick,12164,35,0,Hadza,1,-1.663816556
X14.diggingstick,12165,35,0,Hadza,1,-1.663816556
X16.poison,12005,11,1,Hadza,0,0.746957203
X16.poison,12006,13,1,Hadza,0,0.746957203
X16.poison,12007,16,1,Hadza,1,0.746957203
X16.poison,12008,14,0,Hadza,0,0.746957203
X16.poison,12017,17,0,Hadza,0,0.746957203
X16.poison,12018,16,0,Hadza,0,0.746957203
X16.poison,12019,18,1,Hadza,1,0.746957203
X16.poison,12020,13,1,Hadza,0,0.746957203
X16.poison,12021,14,1,Hadza,1,0.746957203
X16.poison,12022,13,1,Hadza,1,0.746957203
X16.poison,12027,55,1,Hadza,1,0.746957203
X16.poison,12029,55,0,Hadza,0,0.746957203
X16.poison,12032,25,1,Hadza,1,0.746957203
X16.poison,12034,45,0,Hadza,0,0.746957203
X16.poison,12035,45,1,Hadza,1,0.746957203
X16.poison,12036,35,0,Hadza,0,0.746957203
X16.poison,12037,65,0,Hadza,0,0.746957203
X16.poison,12038,25,0,Hadza,0,0.746957203
X16.poison,12039,25,1,Hadza,1,0.746957203
X16.poison,12040,15,1,Hadza,1,0.746957203
X16.poison,12041,55,0,Hadza,0,0.746957203
X16.poison,12042,65,1,Hadza,1,0.746957203
X16.poison,12043,65,1,Hadza,1,0.746957203
X16.poison,12044,65,0,Hadza,0,0.746957203
X16.poison,12045,35,1,Hadza,1,0.746957203
X16.poison,12046,25,0,Hadza,0,0.746957203
X16.poison,12049,35,1,Hadza,1,0.746957203
X16.poison,12051,25,1,Hadza,1,0.746957203
X16.poison,12052,25,1,Hadza,1,0.746957203
X16.poison,12053,25,1,Hadza,1,0.746957203
X16.poison,12054,25,1,Hadza,1,0.746957203
X16.poison,12055,35,1,Hadza,1,0.746957203
X16.poison,12056,25,0,Hadza,0,0.746957203
X16.poison,12057,35,1,Hadza,1,0.746957203
X16.poison,12058,25,1,Hadza,1,0.746957203
X16.poison,12060,25,1,Hadza,1,0.746957203
X16.poison,12078,14,0,Hadza,1,0.746957203
X16.poison,12079,13,0,Hadza,0,0.746957203
X16.poison,12080,10,1,Hadza,0,0.746957203
X16.poison,12081,7,1,Hadza,0,0.746957203
X16.poison,12083,15,0,Hadza,0,0.746957203
X16.poison,12084,45,1,Hadza,1,0.746957203
X16.poison,12085,45,0,Hadza,0,0.746957203
X16.poison,12086,55,0,Hadza,0,0.746957203
X16.poison,12087,55,1,Hadza,1,0.746957203
X16.poison,12089,25,1,Hadza,1,0.746957203
X16.poison,12090,65,1,Hadza,1,0.746957203
X16.poison,12091,25,0,Hadza,0,0.746957203
X16.poison,12093,25,1,Hadza,1,0.746957203
X16.poison,12094,25,0,Hadza,0,0.746957203
X16.poison,12095,25,0,Hadza,0,0.746957203
X16.poison,12096,45,0,Hadza,0,0.746957203
X16.poison,12097,45,1,Hadza,1,0.746957203
X16.poison,12099,25,0,Hadza,0,0.746957203
X16.poison,12100,25,1,Hadza,1,0.746957203
X16.poison,12102,35,1,Hadza,1,0.746957203
X16.poison,12104,11,1,Hadza,1,0.746957203
X16.poison,12105,9,1,Hadza,0,0.746957203
X16.poison,12106,7,1,Hadza,0,0.746957203
X16.poison,12109,17,1,Hadza,1,0.746957203
X16.poison,12110,14,1,Hadza,1,0.746957203
X16.poison,12111,17,1,Hadza,1,0.746957203
X16.poison,12118,65,0,Hadza,0,0.746957203
X16.poison,12119,25,0,Hadza,0,0.746957203
X16.poison,12120,25,1,Hadza,1,0.746957203
X16.poison,12124,65,0,Hadza,0,0.746957203
X16.poison,12127,65,1,Hadza,0,0.746957203
X16.poison,12128,55,0,Hadza,0,0.746957203
X16.poison,12129,35,1,Hadza,1,0.746957203
X16.poison,12130,35,0,Hadza,0,0.746957203
X16.poison,12133,35,1,Hadza,1,0.746957203
X16.poison,12134,35,0,Hadza,0,0.746957203
X16.poison,12138,9,0,Hadza,0,0.746957203
X16.poison,12139,25,1,Hadza,1,0.746957203
X16.poison,12145,55,0,Hadza,0,0.746957203
X16.poison,12146,55,1,Hadza,1,0.746957203
X16.poison,12147,35,1,Hadza,1,0.746957203
X16.poison,12148,45,0,Hadza,0,0.746957203
X16.poison,12149,45,1,Hadza,1,0.746957203
X16.poison,12150,35,0,Hadza,0,0.746957203
X16.poison,12151,35,1,Hadza,1,0.746957203
X16.poison,12157,45,1,Hadza,1,0.746957203
X16.poison,12158,35,0,Hadza,0,0.746957203
X16.poison,12159,13,0,Hadza,0,0.746957203
X16.poison,12161,6,0,Hadza,0,0.746957203
X16.poison,12163,19,0,Hadza,0,0.746957203
X16.poison,12164,35,0,Hadza,0,0.746957203
X16.poison,12165,35,0,Hadza,0,0.746957203
X2.firewood,12005,11,1,Hadza,1,-1.117374504
X2.firewood,12006,13,1,Hadza,1,-1.117374504
X2.firewood,12007,16,1,Hadza,1,-1.117374504
X2.firewood,12008,14,0,Hadza,1,-1.117374504
X2.firewood,12017,17,0,Hadza,1,-1.117374504
X2.firewood,12018,16,0,Hadza,1,-1.117374504
X2.firewood,12019,18,1,Hadza,1,-1.117374504
X2.firewood,12020,13,1,Hadza,0,-1.117374504
X2.firewood,12021,14,1,Hadza,1,-1.117374504
X2.firewood,12022,13,1,Hadza,1,-1.117374504
X2.firewood,12027,55,1,Hadza,1,-1.117374504
X2.firewood,12029,55,0,Hadza,1,-1.117374504
X2.firewood,12032,25,1,Hadza,1,-1.117374504
X2.firewood,12034,45,0,Hadza,1,-1.117374504
X2.firewood,12035,45,1,Hadza,1,-1.117374504
X2.firewood,12036,35,0,Hadza,1,-1.117374504
X2.firewood,12037,65,0,Hadza,1,-1.117374504
X2.firewood,12038,25,0,Hadza,1,-1.117374504
X2.firewood,12039,25,1,Hadza,0,-1.117374504
X2.firewood,12040,15,1,Hadza,1,-1.117374504
X2.firewood,12041,55,0,Hadza,1,-1.117374504
X2.firewood,12042,65,1,Hadza,1,-1.117374504
X2.firewood,12043,65,1,Hadza,1,-1.117374504
X2.firewood,12044,65,0,Hadza,1,-1.117374504
X2.firewood,12045,35,1,Hadza,1,-1.117374504
X2.firewood,12046,25,0,Hadza,1,-1.117374504
X2.firewood,12049,35,1,Hadza,1,-1.117374504
X2.firewood,12051,25,1,Hadza,0,-1.117374504
X2.firewood,12052,25,1,Hadza,1,-1.117374504
X2.firewood,12053,25,1,Hadza,1,-1.117374504
X2.firewood,12054,25,1,Hadza,1,-1.117374504
X2.firewood,12055,35,1,Hadza,1,-1.117374504
X2.firewood,12056,25,0,Hadza,1,-1.117374504
X2.firewood,12057,35,1,Hadza,1,-1.117374504
X2.firewood,12058,25,1,Hadza,1,-1.117374504
X2.firewood,12060,25,1,Hadza,1,-1.117374504
X2.firewood,12078,14,0,Hadza,1,-1.117374504
X2.firewood,12079,13,0,Hadza,1,-1.117374504
X2.firewood,12080,10,1,Hadza,0,-1.117374504
X2.firewood,12081,7,1,Hadza,1,-1.117374504
X2.firewood,12083,15,0,Hadza,1,-1.117374504
X2.firewood,12084,45,1,Hadza,0,-1.117374504
X2.firewood,12085,45,0,Hadza,1,-1.117374504
X2.firewood,12086,55,0,Hadza,1,-1.117374504
X2.firewood,12087,55,1,Hadza,1,-1.117374504
X2.firewood,12089,25,1,Hadza,1,-1.117374504
X2.firewood,12090,65,1,Hadza,1,-1.117374504
X2.firewood,12091,25,0,Hadza,1,-1.117374504
X2.firewood,12093,25,1,Hadza,1,-1.117374504
X2.firewood,12094,25,0,Hadza,1,-1.117374504
X2.firewood,12095,25,0,Hadza,1,-1.117374504
X2.firewood,12096,45,0,Hadza,1,-1.117374504
X2.firewood,12097,45,1,Hadza,1,-1.117374504
X2.firewood,12099,25,0,Hadza,1,-1.117374504
X2.firewood,12100,25,1,Hadza,1,-1.117374504
X2.firewood,12102,35,1,Hadza,1,-1.117374504
X2.firewood,12104,11,1,Hadza,1,-1.117374504
X2.firewood,12105,9,1,Hadza,1,-1.117374504
X2.firewood,12106,7,1,Hadza,0,-1.117374504
X2.firewood,12109,17,1,Hadza,1,-1.117374504
X2.firewood,12110,14,1,Hadza,0,-1.117374504
X2.firewood,12111,17,1,Hadza,1,-1.117374504
X2.firewood,12118,65,0,Hadza,1,-1.117374504
X2.firewood,12119,25,0,Hadza,1,-1.117374504
X2.firewood,12120,25,1,Hadza,1,-1.117374504
